"","publisher","n"
"11439","kuningallisesa suomalaisesa prändisä, Joh. Arv. Carlbohmin omalla kulutuxella",1
"11440","l'auteur",1
"11441","l'merie royale",1
"11442","lit. Acad",1
"11443","lit. Johann. Edman",1
"11444","literis & sumptibus authoris, a^ Petro Hansonio, Acad. typ",1
"11445","literis Abrah: Habereger, Ac. c. typ",1
"11446","literis Abrahami Habereger, Ac. Car. & gouv. typ",1
"11447","literis Fiedlerianis",1
"11448","literis Gezelianis, debat Johannes Winter",1
"11449","literis Hantschenii, Reg: typogr",1
"11450","literis Hier. J. Struckii, Reg. Acad. typogr",1
"11451","literis Ioh. Georg. Eberdt",1
"11452","literis J. G. Eberdt",1
"11453","literis J. Georg Eberdt",1
"11454","literis Jodoci Wilhelmi Kohlesii",1
"11455","literis Joh. Billings",1
"11456","literis Joh. Billingsley",1
"11457","literis Joh: Clemmeri",1
"11458","literis Johan. Edman, dir. et typogr",1
"11459","literis Johannis Wilckii",1
"11460","literis Krevsigianis",1
"11461","literis Lindforsianis",1
"11462","literis Nathanaelis Goldenavii",1
"11463","literis Salvianis",1
"11464","literis Wankifianis, reg. typ",1
"11465","literis Wernerianis, reg. typog",1
"11466","literis acad",1
"11467","literis b. Nicolai Wankifwii, typ. reg",1
"11468","literis b. Wankiwianis",1
"11469","literis descriptus a^ Johanne Vogelio, Reg. Acad. typograph",1
"11470","lith. Åbo stentryckeri aktiebolaget",1
"11471","litt. Johann. Edman",1
"11472","litteris Adami Christiani Charisii Acad. typographi",1
"11473","litteris Berglingianis",1
"11474","litteris Danielis Benjaminis Starckii, Reg. Adac. typogr",1
"11475","litteris Edmannianis",1
"11476","litteris Georg Wilh. Londicer, reg. priv. typogr",1
"11477","litteris Georg Wilh. Londicer, reg. privil. typogr",1
"11478","litteris J. C. Frenckell & fil",1
"11479","litteris J. H. Eckhardt, Reg. Acad. typogr",1
"11480","litteris Jodoci Wilhelmi Kohlesii",1
"11481","litteris Joh. Fr. Edman",1
"11482","litteris Joh. Fr. Edman Reg. Acad. typogr",1
"11483","litteris Joh. Fred. Edman, Reg. Acad. typogr",1
"11484","litteris Joh. H. Werner, S:ae R:ae M:tis [et] Acad. typogr",1
"11485","litteris Johan. Edman, Reg. Acad. typogr",1
"11486","litteris Johan. Edman, Reg. Acad. typographi",1
"11487","litteris Mavkianis",1
"11488","litteris Tennemannianis",1
"11489","litteris director. Johan Edman",1
"11490","litteris director. Johann. Edman",1
"11491","litteris typographorum Academiae Stenhammar et Palmblad",1
"11492","litteris, Joh. Fr. Edman, Reg. Acad. typogr",1
"11493","löytän myytäwänä Christian Trappin tygönä Tunusa [sic]. Präntätty Joh. Kiämpildä",1
"11494","m. Jo. Wallius, Acad. Aboens. typogr",1
"11495","m. Joh. Winter Reg. typogr",1
"11496","m. Joh. Winter, Reg. typogr",1
"11497","m. Reg. Acad. Aboe¨ns. officin Jacob Merckell",1
"11498","m. reg. & Acad. Aboe¨ns. typogr. Jacob Merckell",1
"11499","mag. J. C. Frenckellin tygönä",1
"11500","mag. Joh. Christ. Frenckell",1
"11501","magister J. C. Frenckell, Kongl. acad. boktr",1
"11502","magister Johan Christofer Frenckells boktryckerie",1
"11503","meb. Joh. Kiämpe Reg. Acad. typ",1
"11504","meb. Joh. Kiämpe Reg. Acad. typogr",1
"11505","mebat, Ignatius Meurer",1
"11506","med Christian Trapps bekostnad E. Flodström K. acad. boktr",1
"11507","med Walliske skriffter",1
"11508","medh Wallianis, aff Peder Erickzson Waldio präntat",1
"11509","mente Petro Hansonio Academiae typogr",1
"11510","me´ chez Charles Deleen et J. G. Forsgren, MDCCCI",1
"11511","me´ chez Flodström meur de l'Academie Royale d'Åbo",1
"11512","me´ chez le directeur Pierre Sohm",1
"11513","me´ pour Richard White, libraire, en face de Burlington House, Piccadilly",1
"11514","me´e chez Charles Dele´n",1
"11515","na officina de Luiz Joze' Correalemos",1
"11516","ndätty cun. kirj. pränt. Henr. C. Merckelin leskeldä",1
"11517","ob raram materiam [et] defectum exemplarium Christoph. Enoch Buchta",1
"11518","och Kongl. bokt. i stor-förstendömet Finland, Jacob Merckell",1
"11519","och Kongl. boktr. i Stor-Förstendömet Finland, Jacob Merckell",1
"11520","och Kongl. boktr. i Storförstend. Finland, Jacob Merckell",1
"11521","och Kongl. boktr. i stor förstendömet Finland, Jacob Merckell",1
"11522","och Kongl. boktryckaren i stor-förstendömet Finland, Jacob Merckell",1
"11523","och kongl. [...]ktr. i stor-förstendömet Finland, Jacob Merckell",1
"11524","och kongl. boktr. i stor furstend. Finnland Jacob Merckell",1
"11525","och kongl. boktr. i stor furstendömet Finland, Jacob Merckell",1
"11526","och kongl. boktr. i stor förstendömet Finland, Jacob Merckell",1
"11527","och kongl. boktr. i stor-furstendömet Finland Jacob Merckell",1
"11528","och kongl. boktr. i stor-furstendömet Finland, Jacob Merckell",1
"11529","och kongl. boktr. i stor-förstend. Finnland, Jacob Merckell",1
"11530","och kongl. boktr. i stor-förstendömet Finnland, Jacob Merckell",1
"11531","och kongl. boktr. i storförstedömet Finland, Jacob Merckell",1
"11532","och kongl. boktr. i storförstend. Finland Jacob Merckell",1
"11533","och kongl. boktr. i storförstend. Finland, Jacob Merckell",1
"11534","och kongl. boktr. i storförstendömet Finland, Jacob Merckell",1
"11535","ock kongl. boktr. i stor-förstendömet Finnland Jacob Merckell",1
"11536","officina Kiämpiana",1
"11537","omAndreas Holmerus",1
"11538","omGeorg Wilhelm Londicer. Efter tryckt exemplar ifrån Stockholm",1
"11539","opera Joh. Christoph. Frenckell",1
"11540","opera^. Johannis. Winters. Regii ibidem typogr",1
"11541","painettu Johan Winterilda, cuningall:da kirjain präntäjäldä, suures ruchtinan maasa, Suomes",1
"11542","par Francois Santini rue St. Justine pre´s de L'Eglise. Chez Mr. Remondini",1
"11543","par Iean Covens et Corneille Mortier avec privil",1
"11544","par Jean Kampe meur de le [sic] Academie Royale d'Abo",1
"11545","par Le Rouge, rue des Grands Augustins",1
"11546","pecatano v tipografii A. L. Krug",1
"11547","per Augustinum Ferberum",1
"11548","per Joh. H. Werner, s. r. m:tis & Acad. Ups. typogr",1
"11549","per Johannem Winter",1
"11550","per Petrum Wald",1
"11551","per celsiss: regni drotzeti typographum Johannem Kankel",1
"11552","plänta tåf ladinskä å sweänskä boktryttjarn Anders Biörkman",1
"11553","posto in stampa, app Giovanne Brendeken, dell' academia stampatore",1
"11554","praelo & sumtibus Joh. H. Werner per regnum Sueciae typographiarum directoris",1
"11555","praelo Joh. Kiaempe R. U. typ",1
"11556","praelo Myliandrino",1
"11557","praendaetty Joh. Kaempildae, Cuningallisen acad. kirjan parenttaejaldae",1
"11558","prelo Keiliano",1
"11559","prelo R. Acad. typ. E. Flodström",1
"11560","prentijuwum Chr. Ludw. Hjelt",1
"11561","pri Svjateis<U+030C>em' Pravitel'stvujus<U+030C>ts<U+030C>em' Sinode",1
"11562","printed by A. Ward, for T. Browne, bookseller, Hull; and sold by G. Robinson, in Pater-noster-Row, and C. Dilly, in the Poultry, London; Mess. Merrills, Cambridge; the booksellers in York, Leeds, Halifax, and Barnsley",1
"11563","printed by R. Christopher, for the author. And sold by W. Goldsmith, Paternoster Row; and T. Lewis, Russell Street, Covent Garden, London",1
"11564","printed for G. G. and J. Robinson",1
"11565","printed for H. Moll over against Devereux Court without Temple Bar in the Strand Iohn Bowles at the Black Horse in Cornhill, Thomas Bowles print & mapseller next to the Chapter House in S.t Pauls Church yard and by Philip Overton map & printseller near S. Dunstans Church Fleetstreet",1
"11566","printed for H. Moll over against Devereux Court without Temple Bar in the Strand Iohn Bowles over-against Stocks Market, Thomas Bowles print & mapseller next to the Chapter House in S.t Pauls Church yard and by Philip Overton map & printseller near S. Dunstans Church Fleetstreet",1
"11567","printed for J. Johnson in St. Paul's church-yard; W. Goldsmith in Paternoster Row; T. Lewis in Russell Street, Covent Garden. And R. Christopher at Stockton",1
"11568","printed for R. Griffith, in St. Paul's Church-yard",1
"11569","printed for R. Phillips ... by T. Giilet, Salisbury-square",1
"11570","printed for Rob.t. Sayer",1
"11571","printed for Robert Sayer",1
"11572","printed for T. Cox; C. Davis; J. and P. Knapton; and A. Millar",1
"11573","printed for Tho. Newborough, at the Golden-Ball in St. Paul's-Church-Yard: and R. Parker under the Royal-Exchange",1
"11574","printed for the author",1
"11575","prof. Joh. Lundblad",1
"11576","prostat apud fratres Lotter [Georg Friedrich und Matthäus Albrecht Lotter",1
"11577","prädätty Cuning. kirj. präntäj. Henrich C. Merckelin leskeldä",1
"11578","prädätty M. C. Iversen tykönä käisarill. majest. privileg. gouvernement kirjan-prändisä",1
"11579","prädätty [sic] Henr. C. Merckellin leskeldä",1
"11580","prän d.Londicerin [sic] kirjan prändisä",1
"11581","pränd. Carl Ant. Londicerildä",1
"11582","pränd. F. Phil. Paulssenildä",1
"11583","pränd. G. W. Londicerildä",1
"11584","pränd. Georg Wilh. Londicerildä. Kuning. priv. kirjanpränt. Prändätyn exemplarin jälken Turusta",1
"11585","pränd. Georg Wilhelm Londicerildä. Prändätyn exemplarin jälken Turusa",1
"11586","pränd. Georg Wilhelm Londicerildä. Prändätyn exemplarin jälken Turusta",1
"11587","pränd. Henr. C. Merckellildä, Cun. Maj. kirj. pränt. suuren ruht. maasa Suom",1
"11588","pränd. J. Frenkelildä, akad. kirjanpränttäjäldä",1
"11589","pränd. Jac. Merckellildä",1
"11590","pränd. Joh. Kiämpildä",1
"11591","pränd. Joh. Kämpildä",1
"11592","pränd. Joh. Kämpildä, acad. kirjanpränttäjäldä",1
"11593","pränd. K. Acad. kirjan präntäjäldä Joh. Christoph. Frenckellildä",1
"11594","pränd. Kuning:sesa suomalais [sic] prändisä",1
"11595","pränd. Kuning:sesa suomalais. prändisä",1
"11596","pränd. M. C. Iversen tykönä hänen käjsarill. majest. privil gouvernamentin kirja-prändisä",1
"11597","pränd. cun. suomal. prändisä",1
"11598","pränd. cuningallisesa suomalaisesa präntisä",1
"11599","pränd. directeurilda ja cuning.da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckelildä",1
"11600","pränd. directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Mercellildä",1
"11601","pränd. ja cunin. nijn myös Tur. Acad. kirjan prän. suur. ruhti: maas-Suomesa Jacob Merckel",1
"11602","pränd.Frenckellildä",1
"11603","prändetty Pietar Hansonilda",1
"11604","prändetty Weitbrecht ja Schnoor",1
"11605","prändetty directeurildä ja cuningalliselda kirjanprändäjäldä Jacob Merckellildä",1
"11606","prändytty [sic] Frenckellin kirjan-prändisä",1
"11607","prändytty [sic] Joh. Kiämpildä",1
"11608","prändät. cun. kirj. pränt. Henr. Christ. Merckellin leskeldä",1
"11609","prändät. directeurildä ja cuning:da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11610","prändät. directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11611","prändättty Georg Wilh. Londicerildä",1
"11612","prändätty, Frenckelin kirjan prändisä",1
"11613","prändätty, Frenckellin-kirjan präntisä",1
"11614","prändätty, Henrich Christoph Merckelildä, cuning:da kirjain präntäjäldä",1
"11615","prändätty, J. C. Frenckellildä",1
"11616","prändätty, Johan Christopher Frenckellildä",1
"11617","prändätty, Johan Winerildä [sic], cuningal. booktr:dä",1
"11618","prändätty, Johan Winterildä cunin:da booktr:dä",1
"11619","prändätty, Johan Winterildä cuningal:da pränttäjäldä, suures ruchtinan maasa Suomes",1
"11620","prändätty, Johan Winterildä cuningal:da pränttäjäldä, suures ruhtinan maasa Suomes :;Turku",1
"11621","prändätty, Johan Winterildä cuningl. booktr. suures ruhtinan maasa Suomes",1
"11622","prändätty, Johan Winterildä, cuning. maij: kirjan-präntäjäldä",1
"11623","prändätty, Johan Winterildä, cuning. pränttäj. suures ruhtinan maasa Suomes",1
"11624","prändätty, Johan Winterildä, cuning:da booktr.dä",1
"11625","prändätty, Johan Winterildä, cuning:da pränt:dä suures ruhtinan maasa Suomes",1
"11626","prändätty, Johan Winterildä. Cuningal. kirjan präntäjäldä",1
"11627","prändätty, Johan Witerildä [sic] cuning:da booktr:dä suures ruhtinan maasa Suomes",1
"11628","prändätty, directeurildä ja cuning:da kirjan-präntäjäldä, Jacob Merckellildä",1
"11629","prändätty, directeurildä ja cuning:selda kirjan präntäjäldä Jacob Merckellildä",1
"11630","prändätty, directeurildä ja cuning:selda kirjan präntäjäldä, Jacob Merckellildä",1
"11631","prändätty, directeurildä ja cuning:selda kirjan-präntäjäldä, Jacob Merckellildä",1
"11632","prändätty, directeurildä ja cuningaliselda kirjan präntäjäldä Jacob Merckellildä",1
"11633","prändätty, directeurildä ja cuningselda [sic] kirjan-präntäjäldä, Jacob Merckellildä",1
"11634","prändätty,directeurilda ja cuning:selda kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11635","prändätty. G. W. Londicerildä",1
"11636","prändätty. J. C. Frenckellidä",1
"11637","prändättyt Frenckellin kirjanprändisä",1
"11638","prändättyt J. C. Frenckelildä",1
"11639","prändättyt Johan Winterildä cuningal: kirjanpränt",1
"11640","prändäty directeuri Jacob Merckellin wainajan präntisä",1
"11641","prändätyt Eric Flodströmildä Kuning. acad. kirjanpräntäjäldä",1
"11642","prändätyt Erich Flodströmildä",1
"11643","prändätyt directeurildä ja cuning:da kirjan präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11644","prändätyt mag. J. C. Frenckellin tykönä",1
"11645","pränt. F. P. Paulssenildä",1
"11646","pränt. H. C. Merckell cun. kirj. pränt",1
"11647","pränt. H. C. Merckell, cun. kirj. pränt",1
"11648","pränt. Joh. Kämpildä, cun. Acad. kirjanpr",1
"11649","pränta af puk-dryckaren Juhan Gämpä",1
"11650","präntetty Henr. C. Merckellildä, Cuning:sen Majestätin kirjanpränt. suuren ruhtinan maasa Suomesa",1
"11651","präntetty J. P. Lindhilda",1
"11652","präntetty P. M. F. Lundbergin kirjapainossa",1
"11653","pränttäis Henrich Christop. Merckell, cuning. kirjain pränttäjä",1
"11654","pränttäis Henrich Christoph. Merckell, Cuning. Maij:tin kirjain pränttäjä",1
"11655","pränttäis Iohan Winteri, kuning.nen booktr.ri suures ruhtinan maasa Suomes",1
"11656","pränttäis cuningal. kirj. pränt. Henr. Christoph. Merckell",1
"11657","pränttäis cuningalinen kirjanpainaja Nicolaus Wankif",1
"11658","pränttäisi Iohan Wald, A. t",1
"11659","pränttätty direktörin Joh. A. Carlbohmin tykönä",1
"11660","präntäisi Johan Winteri",1
"11661","präntätty ... Johan A. Carlbohmin tykönä",1
"11662","präntätty C. E. Barckilta",1
"11663","präntätty Christ. Ludv. Hjeltin tykönä",1
"11664","präntätty Christopher Reusnerildä",1
"11665","präntätty Cun. Maj:t kirjan pränt. suur. ruht. maasa Suomes Henr. C. Merckellin leskeldä",1
"11666","präntätty Cun. Maj:t kirjan pränt. suur. ruht. maasa Suomes. Henr. C. Merckellin leskeldä",1
"11667","präntätty Cuningalisen academian kirjanpräntäjäldä Erich Flodströmildä",1
"11668","präntätty Daniel J. Medelplanilda, cuningall. gymnasiumin kirjan präntäjäldä",1
"11669","präntätty Daniel Medelplanilda, gymn. präntärildä",1
"11670","präntätty Erich Flodströmildä Kuningalisen academian kirjanpräntäjäldä",1
"11671","präntätty Frenckellin kirjan-präntisä",1
"11672","präntätty G. W. Londicerildä",1
"11673","präntätty Georg Wilhelm Londicerildä. Prändätyn exemplarin jälkeen",1
"11674","präntätty H. C. Merckelildä, cuning:da kirjan präntäjäldä",1
"11675","präntätty Hendrich Keijsarin cuningalisen kirjanpainajan waiwal ja culutoxel",1
"11676","präntätty Henr. C. Merckellildä, Cuningal. kirjan- präntäj. suures ruhtinan maasa Suomesa",1
"11677","präntätty Henrich Keisarilda",1
"11678","präntätty Iohan L. Wallilda, cuning. Acad. kirjain pränttäjäldä",1
"11679","präntätty Iohan Waldilda, A.t",1
"11680","präntätty J. C. Frenckellin ja pojan kirjan-präntisä",1
"11681","präntätty J. Karstenin tykönä",1
"11682","präntätty Joh. Christ. Frenckellin tykönä",1
"11683","präntätty Joh. Georg Eberdildä",1
"11684","präntätty Joh. Kiämpildä",1
"11685","präntätty Johan Christopher Frenckellildä",1
"11686","präntätty Johan Christopher Frenckellildä Kuning:sen acad. kirjan präntäjäldä",1
"11687","präntätty Johan Petter Lindin tykönä",1
"11688","präntätty Johan Winterildä",1
"11689","präntätty Johan Winterildä, cuningaliselda kirjain präntäjäldä",1
"11690","präntätty Johan Winterildä, cuningalliselda kirjainpränttäjäldä",1
"11691","präntätty Johann Köhlerildä",1
"11692","präntätty Kuning:sa suomalaisesa präntisä",1
"11693","präntätty Kuning:sa suomalaisesa präntisä, direktörin Joh. A. Carlbohmin, tykönä",1
"11694","präntätty Kuning:sen maj:tin präntisä",1
"11695","präntätty Kuning:sesa suomalaisesa präntisä direktörin Johan A. Carlbohmin tykönä",1
"11696","präntätty Kuning:sesa suomalaisesa präntisä, direktörin Joh. A. Carlbohmin tykönä",1
"11697","präntätty Kuning:sesa suomelaisesa präntisä. direktörin Johan A. Carlbohmin tykönä",1
"11698","präntätty Kuningalisesa suomalaisesa präntisä",1
"11699","präntätty Kuningallisesa suomalaisesa prändisä, Joh. Arv. Carlbomin omalla kulutuxella",1
"11700","präntätty Kuningallisesa suomalaisesa präntisa, Johan A. Carlbohmilda",1
"11701","präntätty Kuningallisessa suomalaisesa prändisä, Joh. Arv. Carlbomin omalla kulutuxella",1
"11702","präntätty Lars Salvius wainajan präntisä",1
"11703","präntätty Nicolaus Wankifwin wainajan tryckisä",1
"11704","präntätty P. T. Mallingin kirjanpräntissä",1
"11705","präntätty Pietari Hannuxen pojalda, A. t",1
"11706","präntätty Pietari Hannuxn [sic] pojalda",1
"11707","präntätty cun. kirj. pränt. Henr. C. Meckellin [sic] leskeldä",1
"11708","präntätty cun. kirj. pränt. Henr. Christoph. Merckellin leskeldä",1
"11709","präntätty cun. kirj. pränt. suuren ruhtin. maasa Suom. Henr. C. Merckelin leskeldä",1
"11710","präntätty cun. kirj. pränt. suuren ruhtin. maasa Suom. Henr. C. Merckellin leskeldä",1
"11711","präntätty cuningalises kirjanpr: Wankijfwin lesken tykönä",1
"11712","präntätty cuningallisesa suomalaisesa präntisä",1
"11713","präntätty directörin J. A. Carlbohmin tykönä",1
"11714","präntätty directörin Joh. A. Carlbohmin tykönä",1
"11715","präntätty directörin Johan A. Carlbohm tykönä",1
"11716","präntätty direktörin Johan A. Carlbohmin tykönä",1
